,id,filename,width,height,depth,name,xmin,xmax,ymin,ymax
1414,1414,n02086079_17686,500,333,3,pekinese,83,472,0,332
18129,18129,n02110185_14906,500,375,3,siberian_husky,1,499,1,373
6888,6888,n02095314_1212,179,246,3,wire-haired_fox_terrier,0,177,7,245
11854,11854,n02108422_3186,332,500,3,bull_mastiff,110,330,190,498
3130,3130,n02089973_3480,500,287,3,english_foxhound,239,453,64,244
21737,21737,n02115913_1067,362,504,3,dhole,0,348,6,488
12906,12906,n02102040_7195,338,500,3,english_springer,0,336,0,498
17700,17700,n02109961_2584,468,312,3,eskimo_dog,55,467,42,310
14764,14764,n02105855_16893,230,307,3,shetland_sheepdog,33,186,12,304
14260,14260,n02105251_6805,268,500,3,briard,31,246,16,463
10926,10926,n02099849_2315,500,375,3,chesapeake_bay_retriever,138,499,36,344
12953,12953,n02102177_1520,587,480,3,welsh_springer_spaniel,36,477,54,478
19811,19811,n02112018_1612,333,500,3,pomeranian,20,317,16,453
2289,2289,n02088364_12291,375,500,3,beagle,67,280,255,435
6173,6173,n02093991_202,500,358,3,irish_terrier,201,499,2,357
19603,19603,n02111889_17383,603,454,3,samoyed,179,503,90,367
11075,11075,n02089867_3928,350,262,3,walker_hound,45,349,13,261
1992,1992,n02088094_5927,382,500,3,afghan_hound,52,355,27,356
4895,4895,n02091831_4487,500,334,3,saluki,40,499,75,333
1695,1695,n02087394_8591,500,333,3,rhodesian_ridgeback,324,499,16,229
19948,19948,n02112018_1339,500,336,3,pomeranian,187,499,43,335
4411,4411,n02091244_2838,500,333,3,ibizan_hound,34,387,28,291
3348,3348,n02090379_980,250,288,3,redbone,50,249,1,285
4447,4447,n02091467_1679,500,333,3,norwegian_elkhound,86,285,32,255
21237,21237,n02113799_1537,500,418,3,standard_poodle,139,475,82,400
7187,7187,n02095570_6175,400,500,3,lakeland_terrier,202,398,212,476
5620,5620,n02093428_13615,500,333,3,american_staffordshire_terrier,171,374,61,332
19752,19752,n02111889_4368,500,375,3,samoyed,214,419,11,268
17035,17035,n02108551_2948,500,375,3,tibetan_mastiff,76,396,18,374
3157,3157,n02089973_504,288,299,3,english_foxhound,3,282,4,295
874,874,n02086240_5443,375,500,3,shih-tzu,66,302,118,310
19455,19455,n02111500_7591,375,500,3,great_pyrenees,51,333,57,498
13502,13502,n02102973_399,375,500,3,irish_water_spaniel,46,320,200,498
17676,17676,n02109961_18527,500,333,3,eskimo_dog,86,337,51,233
8592,8592,n02097130_4050,500,375,3,giant_schnauzer,147,370,17,374
14226,14226,n02105251_5074,500,332,3,briard,0,347,2,331
14480,14480,n02105505_4090,443,500,3,komondor,48,410,47,446
17232,17232,n02108915_4901,283,450,3,french_bulldog,10,257,4,441
1654,1654,n02087394_3311,500,333,3,rhodesian_ridgeback,140,405,0,329
5366,5366,n02092339_6209,500,355,3,weimaraner,67,433,10,322
8675,8675,n02097209_1240,500,380,3,standard_schnauzer,192,313,134,322
8798,8798,n02097209_3874,394,235,3,standard_schnauzer,25,289,26,163
17272,17272,n02108915_895,333,500,3,french_bulldog,25,299,31,423
7967,7967,n02096294_4440,500,375,3,australian_terrier,196,317,138,341
6915,6915,n02095314_1835,350,257,3,wire-haired_fox_terrier,31,331,24,230
19247,19247,n02111277_1372,500,375,3,newfoundland,0,463,0,373
21504,21504,n02113978_3474,349,350,3,mexican_hairless,23,348,8,348
15608,15608,n02106662_466,1729,1200,3,german_shepherd,543,972,348,1128
10536,10536,n02099712_6446,500,375,3,labrador_retriever,83,423,46,374
5632,5632,n02093428_15280,500,332,3,american_staffordshire_terrier,98,390,72,331
4940,4940,n02091831_7030,340,236,3,saluki,114,315,10,227
544,544,n02085936_2760,350,262,3,maltese_dog,161,267,86,208
21846,21846,n02115913_3991,460,300,3,dhole,107,434,61,270
9166,9166,n02097474_7609,500,342,3,tibetan_terrier,0,499,0,320
26,26,n02085620_13964,375,500,3,chihuahua,96,373,133,495
16662,16662,n02108000_2644,300,225,3,entlebucher,3,155,13,208
16057,16057,n02107574_2259,500,333,3,greater_swiss_mountain_dog,8,227,103,332
2936,2936,n02089078_353,245,417,3,black-and-tan_coonhound,26,210,14,387
388,388,n02085936_14432,374,500,3,maltese_dog,36,307,95,398
19758,19758,n02111889_4634,357,500,3,samoyed,18,353,105,466
15625,15625,n02106662_7122,500,333,3,german_shepherd,1,498,1,331
10858,10858,n02100236_311,200,192,3,german_short-haired_pointer,13,184,6,163
3694,3694,n02090721_2170,500,333,3,irish_wolfhound,107,339,47,331
14894,14894,n02106030_15419,500,375,3,collie,65,403,34,374
9923,9923,n02098413_6923,500,333,3,lhasa,50,364,0,267
880,880,n02086240_5696,319,480,3,shih-tzu,0,287,107,478
12570,12570,n02101388_9320,500,333,3,brittany_spaniel,60,236,77,305
16921,16921,n02108089_5301,399,500,3,boxer,0,330,181,498
17394,17394,n02109047_34162,640,480,3,great_dane,50,583,8,440
13064,13064,n02102177_66,375,500,3,welsh_springer_spaniel,33,173,158,342
15049,15049,n02106166_1754,333,500,3,border_collie,2,331,112,498
10141,10141,n02099429_1662,500,351,3,curly-coated_retriever,101,430,58,349
15418,15418,n02106550_12438,351,360,3,rottweiler,51,350,44,331
13067,13067,n02102177_67,500,375,3,welsh_springer_spaniel,61,499,6,374
11707,11707,n02105412_5175,500,357,3,kelpie,27,442,15,344
13328,13328,n02102480_5651,480,320,3,sussex_spaniel,46,388,7,310
20677,20677,n02113023_16112,500,375,3,pembroke,69,197,159,282
3679,3679,n02090721_6617,500,335,3,irish_wolfhound,97,445,77,276
12564,12564,n02101388_7835,384,500,3,brittany_spaniel,55,317,65,428
1784,1784,n02087394_4603,500,334,3,rhodesian_ridgeback,45,433,78,312
10822,10822,n02100236_1673,375,500,3,german_short-haired_pointer,135,247,127,428
21494,21494,n02113978_3184,180,135,3,mexican_hairless,39,129,27,111
4500,4500,n02091467_4427,440,500,3,norwegian_elkhound,135,438,18,475
21914,21914,n02116738_10872,480,360,3,african_hunting_dog,121,414,87,336
7301,7301,n02095889_2883,500,375,3,sealyham_terrier,0,251,135,358
3687,3687,n02090721_2083,500,333,3,irish_wolfhound,4,307,154,332
15549,15549,n02106662_18922,500,375,3,german_shepherd,205,499,32,374
19613,19613,n02111889_195,500,375,3,samoyed,26,499,5,374
20812,20812,n02113186_3049,342,500,3,cardigan,230,285,368,456
16588,16588,n02108000_1226,308,550,3,entlebucher,57,295,129,526
13808,13808,n02104365_6798,500,375,3,schipperke,111,413,28,290
9137,9137,n02097474_5140,334,500,3,tibetan_terrier,10,283,70,450
9393,9393,n02097658_1793,335,500,3,silky_terrier,90,286,100,440
8739,8739,n02097209_2468,300,300,3,standard_schnauzer,12,169,14,267
962,962,n02086240_7404,500,333,3,shih-tzu,83,345,0,332
192,192,n02085782_1626,619,495,3,japanese_spaniel,24,542,17,481
3193,3193,n02089078_3807,200,253,3,black-and-tan_coonhound,9,187,8,252
9401,9401,n02097658_9222,333,500,3,silky_terrier,0,331,12,498
5464,5464,n02093256_1549,300,278,3,staffordshire_bullterrier,17,275,0,277
17832,17832,n02110063_11892,349,500,3,malamute,77,260,70,417
2223,2223,n02088238_11849,439,500,3,basset,25,393,28,497
6288,6288,n02093991_5001,500,375,3,irish_terrier,161,237,127,323
11418,11418,n02097047_5989,500,375,3,miniature_schnauzer,65,499,25,374
785,785,n02086240_11766,500,334,3,shih-tzu,127,371,32,333
19282,19282,n02111277_5765,360,246,3,newfoundland,0,323,0,245
12035,12035,n02100735_7450,500,360,3,english_setter,44,464,20,359
1528,1528,n02087046_4856,341,500,3,toy_terrier,87,302,36,237
13278,13278,n02102480_366,599,681,3,sussex_spaniel,56,549,27,663
573,573,n02085936_8089,500,375,3,maltese_dog,180,471,13,357
15267,15267,n02106382_3095,200,176,3,bouvier_des_flandres,4,196,3,174
16740,16740,n02108000_66,640,480,3,entlebucher,294,458,207,460
2564,2564,n02088466_7703,500,375,3,bloodhound,54,499,24,374
15206,15206,n02106382_1440,442,360,3,bouvier_des_flandres,0,433,59,314
2105,2105,n02088238_12974,500,376,3,basset,281,434,133,279
21011,21011,n02113186_3832,500,332,3,cardigan,17,357,2,324
19501,19501,n02111500_882,500,375,3,great_pyrenees,82,422,68,374
7853,7853,n02096177_1432,500,374,3,cairn,139,323,65,268
14808,14808,n02105855_3150,271,500,3,shetland_sheepdog,0,269,11,491
15474,15474,n02106550_7430,500,375,3,rottweiler,51,472,87,325
15147,15147,n02106166_7105,500,375,3,border_collie,103,411,74,374
16924,16924,n02108089_5599,200,261,3,boxer,16,199,11,260
7396,7396,n02095889_6021,353,300,3,sealyham_terrier,202,298,172,255
20597,20597,n02113023_3687,456,600,3,pembroke,31,424,10,571
15711,15711,n02107142_2779,375,500,3,doberman,102,356,166,475
9823,9823,n02098413_2582,500,375,3,lhasa,192,499,268,374
4684,4684,n02091635_2183,300,213,3,otterhound,13,295,14,200
3274,3274,n02090379_3738,500,375,3,redbone,9,444,36,348
430,430,n02085936_3863,500,375,3,maltese_dog,257,465,136,374
10877,10877,n02100236_3683,180,216,3,german_short-haired_pointer,28,170,10,204
8175,8175,n02096437_2364,500,397,3,dandie_dinmont,65,438,12,391
4962,4962,n02091831_7957,500,329,3,saluki,166,315,66,249
8025,8025,n02096294_8067,500,431,3,australian_terrier,1,143,44,308
8462,8462,n02096585_8203,333,500,3,boston_bull,2,329,138,496
5559,5559,n02093256_6077,360,288,3,staffordshire_bullterrier,12,341,22,278
13326,13326,n02102480_5452,590,523,3,sussex_spaniel,134,438,208,509
9128,9128,n02097474_728,500,375,3,tibetan_terrier,101,403,14,374
17559,17559,n02109525_7016,333,500,3,saint_bernard,2,325,0,496
211,211,n02085782_1949,288,232,3,japanese_spaniel,15,253,30,223
12445,12445,n02101388_1965,500,375,3,brittany_spaniel,116,356,8,374
3395,3395,n02090622_5556,500,333,3,borzoi,127,309,26,322
13892,13892,n02105056_1061,288,440,3,groenendael,0,256,75,438
13850,13850,n02104365_8190,440,330,3,schipperke,256,400,22,326
12948,12948,n02102177_1423,500,334,3,welsh_springer_spaniel,73,388,22,292
21362,21362,n02113799_5976,500,375,3,standard_poodle,0,498,11,360
21923,21923,n02116738_1627,500,375,3,african_hunting_dog,130,442,112,346
20435,20435,n02112706_1644,227,224,3,brabancon_griffon,48,181,12,206
15728,15728,n02107142_3741,375,500,3,doberman,1,263,140,498
5107,5107,n02092002_2372,400,300,3,scottish_deerhound,55,399,77,296
9202,9202,n02097474_8540,500,333,3,tibetan_terrier,103,431,9,314
17695,17695,n02109961_2492,350,333,3,eskimo_dog,25,166,15,313
14819,14819,n02105855_4048,333,500,3,shetland_sheepdog,0,331,40,497
15021,15021,n02106166_1032,500,375,3,border_collie,80,499,1,374
1907,1907,n02088094_4517,500,459,3,afghan_hound,12,170,52,438
1451,1451,n02087046_2152,375,500,3,toy_terrier,36,288,0,498
8226,8226,n02096437_4384,500,422,3,dandie_dinmont,7,300,158,327
1529,1529,n02087046_4906,375,500,3,toy_terrier,57,335,12,485
8664,8664,n02097209_1,328,300,3,standard_schnauzer,15,296,31,275
2665,2665,n02088632_1077,500,333,3,bluetick,165,432,0,332
2741,2741,n02088632_512,500,375,3,bluetick,274,432,153,320
21064,21064,n02113624_9574,500,375,3,toy_poodle,0,354,40,374
7873,7873,n02096177_9708,500,375,3,cairn,135,499,64,374
15491,15491,n02106550_8994,500,335,3,rottweiler,167,311,53,274
7874,7874,n02096177_9727,500,375,3,cairn,132,337,2,347
2947,2947,n02089078_3810,274,300,3,black-and-tan_coonhound,86,214,56,240
16270,16270,n02107683_4633,500,333,3,bernese_mountain_dog,193,332,125,332
7676,7676,n02096051_3981,360,348,3,airedale,0,310,2,347
9685,9685,n02098286_4445,500,331,3,west_highland_white_terrier,18,499,5,279
21640,21640,n02115641_5492,335,500,3,dingo,0,271,60,498
12757,12757,n02102040_1276,500,334,3,english_springer,0,265,62,333
6832,6832,n02094433_4624,283,283,3,yorkshire_terrier,4,268,49,247
12719,12719,n02101556_7617,389,550,3,clumber,53,328,44,528
5488,5488,n02093256_272,233,320,3,staffordshire_bullterrier,41,186,18,306
20682,20682,n02113023_6519,375,500,3,pembroke,62,292,205,496
3918,3918,n02091032_774,500,471,3,italian_greyhound,42,406,34,419
5420,5420,n02092002_2723,500,532,3,scottish_deerhound,50,429,200,522
4177,4177,n02091134_732,500,400,3,whippet,37,463,53,388
18368,18368,n02110806_1100,341,500,3,basenji,37,293,162,498
15867,15867,n02107312_46,500,375,3,miniature_pinscher,34,291,11,374
14224,14224,n02105251_4996,500,330,3,briard,70,461,14,329
11382,11382,n02097047_3093,500,334,3,miniature_schnauzer,0,461,0,305
12039,12039,n02100735_9974,500,375,3,english_setter,92,432,57,370
20188,20188,n02112137_2290,500,375,3,chow,1,498,1,373
5300,5300,n02092339_2941,500,333,3,weimaraner,0,499,32,332
13466,13466,n02102973_2745,330,241,3,irish_water_spaniel,42,284,2,179
1603,1603,n02087394_10238,315,500,3,rhodesian_ridgeback,106,198,67,290
2261,2261,n02088364_10362,335,199,3,beagle,165,331,22,188
3405,3405,n02090622_6094,500,290,3,borzoi,37,421,78,223
17315,17315,n02109047_17050,906,800,3,great_dane,192,680,96,660
1354,1354,n02086910_5530,500,436,3,papillon,122,423,2,319
4670,4670,n02091635_1860,246,195,3,otterhound,18,241,5,191
1437,1437,n02087046_1468,375,500,3,toy_terrier,106,275,11,331
21245,21245,n02113799_1727,500,375,3,standard_poodle,110,270,29,336
14019,14019,n02105056_6998,375,500,3,groenendael,83,371,35,462
6836,6836,n02094433_4990,500,375,3,yorkshire_terrier,142,452,55,373
17073,17073,n02108551_4918,640,480,3,tibetan_mastiff,138,491,0,478
3871,3871,n02091032_5093,306,300,3,italian_greyhound,42,250,21,294
19325,19325,n02111500_1170,350,337,3,great_pyrenees,26,346,6,335
2878,2878,n02089078_2025,320,240,3,black-and-tan_coonhound,0,218,6,239
19513,19513,n02111500_1879,500,462,3,great_pyrenees,24,478,16,445
2306,2306,n02088364_161,500,333,3,beagle,94,420,11,332
21555,21555,n02115641_10286,500,333,3,dingo,40,389,25,332
668,668,n02086079_18899,333,500,3,pekinese,115,255,92,432
11564,11564,n02100583_3748,350,275,3,vizsla,70,349,2,274
1258,1258,n02086910_4373,500,375,3,papillon,112,354,52,363
16045,16045,n02107574_1954,500,375,3,greater_swiss_mountain_dog,122,292,208,374
5739,5739,n02093428_8456,171,177,3,american_staffordshire_terrier,17,170,2,176
6541,6541,n02094258_1985,500,411,3,norwich_terrier,108,476,17,371
6660,6660,n02094258_1386,500,333,3,norwich_terrier,150,358,50,283
16667,16667,n02108000_2739,250,344,3,entlebucher,26,204,72,324
11089,11089,n02089867_724,300,397,3,walker_hound,138,229,121,345
5012,5012,n02092002_1086,600,399,3,scottish_deerhound,44,257,186,358
11568,11568,n02100583_4439,500,334,3,vizsla,288,383,104,287
22125,22125,n02116738_9924,327,240,3,african_hunting_dog,29,235,32,239
11498,11498,n02100583_12308,500,386,3,vizsla,172,361,49,327
20202,20202,n02112137_9598,500,375,3,chow,80,424,36,374
21664,21664,n02113978_1957,639,600,3,mexican_hairless,1,510,7,382
13615,13615,n02104029_2656,500,375,3,kuvasz,150,499,29,373
9022,9022,n02097474_1156,500,288,3,tibetan_terrier,1,499,9,286
16383,16383,n02107683_698,500,375,3,bernese_mountain_dog,136,266,124,353
3808,3808,n02091032_1679,500,333,3,italian_greyhound,94,363,67,286
3088,3088,n02089973_270,337,383,3,english_foxhound,1,330,9,381
21379,21379,n02113799_6891,500,486,3,standard_poodle,18,392,83,481
6119,6119,n02093859_1628,500,333,3,kerry_blue_terrier,193,453,137,324
12155,12155,n02100877_2970,500,333,3,irish_setter,37,478,94,331
19953,19953,n02112018_13691,500,333,3,pomeranian,51,429,2,332
17347,17347,n02109047_24340,700,630,3,great_dane,72,666,149,622
20950,20950,n02113624_2785,319,360,3,toy_poodle,58,281,0,358
1256,1256,n02086910_4330,332,500,3,papillon,22,162,174,401
7384,7384,n02095889_5593,150,176,3,sealyham_terrier,0,147,0,175
16041,16041,n02107574_1927,200,280,3,greater_swiss_mountain_dog,0,199,14,279
6169,6169,n02093991_1895,500,375,3,irish_terrier,102,341,84,374
8275,8275,n02096437_730,500,367,3,dandie_dinmont,51,424,3,365
10950,10950,n02100236_5698,375,500,3,german_short-haired_pointer,118,273,35,487
4058,4058,n02091134_14842,500,390,3,whippet,115,387,23,383
17643,17643,n02109961_1251,500,333,3,eskimo_dog,1,382,1,289
13814,13814,n02104365_7018,500,375,3,schipperke,266,499,107,374
6231,6231,n02093991_3653,500,333,3,irish_terrier,158,499,6,332
21540,21540,n02113978_697,356,500,3,mexican_hairless,53,354,17,498
3505,3505,n02090622_9786,375,500,3,borzoi,90,327,106,336
3228,3228,n02090379_1698,500,375,3,redbone,60,444,109,373
15074,15074,n02106166_3429,250,250,3,border_collie,41,164,61,232
13145,13145,n02102318_12846,448,336,3,cocker_spaniel,145,447,0,298
1602,1602,n02087394_101,500,341,3,rhodesian_ridgeback,157,190,180,239
9013,9013,n02097298_9651,334,500,3,scotch_terrier,22,332,1,498
3685,3685,n02090721_2047,500,375,3,irish_wolfhound,101,403,114,373
1092,1092,n02086646_3053,300,225,3,blenheim_spaniel,37,236,43,177
3536,3536,n02090379_2771,500,375,3,redbone,84,499,0,374
9881,9881,n02098413_8151,500,333,3,lhasa,10,437,1,332
15214,15214,n02106382_1623,205,264,3,bouvier_des_flandres,45,153,14,262
13655,13655,n02104029_4261,500,375,3,kuvasz,154,445,63,374
11723,11723,n02105412_6154,350,426,3,kelpie,30,330,18,404
16879,16879,n02108089_2608,500,354,3,boxer,2,495,2,353
4316,4316,n02091244_5238,375,500,3,ibizan_hound,6,303,191,498
1981,1981,n02088094_5381,405,500,3,afghan_hound,21,396,0,491
13543,13543,n02102973_567,387,500,3,irish_water_spaniel,131,310,17,461
16232,16232,n02107683_33,500,375,3,bernese_mountain_dog,28,445,94,311
19138,19138,n02111277_1910,500,375,3,newfoundland,174,402,189,338
10961,10961,n02089867_126,500,380,3,walker_hound,8,396,54,273
19945,19945,n02112018_12953,500,375,3,pomeranian,158,306,119,301
21554,21554,n02115641_10261,250,166,3,dingo,100,239,9,165
10783,10783,n02099849_2573,500,375,3,chesapeake_bay_retriever,98,265,31,245
10201,10201,n02099429_3023,400,300,3,curly-coated_retriever,170,384,50,173
3518,3518,n02090721_1234,500,375,3,irish_wolfhound,2,325,43,374
19146,19146,n02111277_2261,500,333,3,newfoundland,56,419,0,332
4314,4314,n02091244_5038,334,364,3,ibizan_hound,32,293,14,332
2030,2030,n02088094_4027,500,333,3,afghan_hound,128,284,192,332
11491,11491,n02100583_12090,500,375,3,vizsla,180,499,0,328
10904,10904,n02100236_4556,500,375,3,german_short-haired_pointer,198,310,119,372
21448,21448,n02113978_2073,179,200,3,mexican_hairless,16,158,11,193
19103,19103,n02111129_861,500,333,3,leonberg,95,391,122,315
8085,8085,n02096294_895,325,406,3,australian_terrier,0,323,13,404
2865,2865,n02089078_1825,150,130,3,black-and-tan_coonhound,22,144,0,128
8509,8509,n02097130_1741,500,337,3,giant_schnauzer,0,160,16,336
16760,16760,n02108000_972,500,375,3,entlebucher,191,247,157,318
1983,1983,n02088094_5436,333,500,3,afghan_hound,52,297,57,355
5467,5467,n02093256_1643,500,375,3,staffordshire_bullterrier,141,340,99,374
21467,21467,n02113978_2508,500,375,3,mexican_hairless,224,350,259,374
11679,11679,n02105412_3766,381,500,3,kelpie,142,314,80,196
21821,21821,n02115913_3313,500,334,3,dhole,206,484,71,303
705,705,n02086079_2933,500,375,3,pekinese,141,364,93,368
19992,19992,n02112018_938,500,375,3,pomeranian,114,384,8,353
16296,16296,n02107683_5194,400,500,3,bernese_mountain_dog,57,351,75,448
681,681,n02085782_935,180,156,3,japanese_spaniel,72,178,1,147
11753,11753,n02105412_6770,500,334,3,kelpie,263,421,51,232
6878,6878,n02094433_9739,333,500,3,yorkshire_terrier,46,261,45,400
1838,1838,n02088094_1882,500,375,3,afghan_hound,269,388,75,265
454,454,n02085936_4695,500,375,3,maltese_dog,0,473,91,323
10085,10085,n02099267_5587,500,375,3,flat-coated_retriever,32,423,7,285
1395,1395,n02086910_9408,500,357,3,papillon,100,471,60,327
18286,18286,n02110627_13662,137,125,3,affenpinscher,26,100,0,124
7470,7470,n02095889_975,282,450,3,sealyham_terrier,81,280,92,414
1459,1459,n02087046_2276,375,500,3,toy_terrier,1,300,2,498
10157,10157,n02099429_212,500,341,3,curly-coated_retriever,67,363,93,329
8719,8719,n02097209_2087,500,375,3,standard_schnauzer,154,499,120,374
20861,20861,n02113186_7159,500,375,3,cardigan,194,359,40,286
9318,9318,n02097658_6289,500,375,3,silky_terrier,66,467,12,357
18470,18470,n02110806_4302,330,500,3,basenji,60,303,40,465
2669,2669,n02088632_1118,500,334,3,bluetick,0,465,123,305
17046,17046,n02108551_3662,329,448,3,tibetan_mastiff,55,318,87,446
19421,19421,n02111500_6338,500,375,3,great_pyrenees,102,318,105,337
17606,17606,n02109525_9522,406,273,3,saint_bernard,141,238,25,228
2320,2320,n02088364_16704,333,500,3,beagle,15,205,216,465
14443,14443,n02105505_935,333,500,3,komondor,0,222,116,393
5024,5024,n02092002_1147,640,800,3,scottish_deerhound,30,622,130,798
5904,5904,n02093754_2276,500,375,3,border_terrier,37,498,0,374
19331,19331,n02111500_1474,333,500,3,great_pyrenees,26,279,170,493
9713,9713,n02098286_5549,332,500,3,west_highland_white_terrier,0,330,2,498
787,787,n02086240_12003,375,500,3,shih-tzu,63,373,0,446
17672,17672,n02109961_18163,397,500,3,eskimo_dog,182,323,268,463
9816,9816,n02098413_2308,500,375,3,lhasa,19,499,2,374
18510,18510,n02106662_19720,338,504,3,german_shepherd,55,298,17,490
9858,9858,n02098413_342,500,375,3,lhasa,8,497,54,302
13089,13089,n02102318_10180,500,376,3,cocker_spaniel,19,499,34,375
8208,8208,n02096437_3888,452,500,3,dandie_dinmont,122,450,0,103
10526,10526,n02099712_6248,500,375,3,labrador_retriever,43,230,155,370
15619,15619,n02106662_684,157,160,3,german_shepherd,75,156,26,159
16895,16895,n02108089_3248,428,276,3,boxer,214,319,144,205
4956,4956,n02091831_7497,451,500,3,saluki,0,447,37,496
6771,6771,n02094433_2973,500,375,3,yorkshire_terrier,131,434,58,280
9679,9679,n02098286_43,500,448,3,west_highland_white_terrier,82,308,207,392
17097,17097,n02108551_7523,500,333,3,tibetan_mastiff,296,499,132,332
13273,13273,n02102480_2899,240,200,3,sussex_spaniel,39,197,18,176
3633,3633,n02090721_4353,452,500,3,irish_wolfhound,0,152,230,438
13419,13419,n02102973_1929,285,400,3,irish_water_spaniel,0,262,41,399
3320,3320,n02090379_5063,500,375,3,redbone,81,303,31,374
13402,13402,n02102973_1270,340,448,3,irish_water_spaniel,75,338,203,388
8786,8786,n02097209_367,640,385,3,standard_schnauzer,18,380,32,291
2777,2777,n02088632_1592,395,500,3,bluetick,2,393,5,498
17165,17165,n02108915_225,500,357,3,french_bulldog,65,446,17,350
9582,9582,n02098105_915,350,250,3,soft-coated_wheaten_terrier,41,349,0,248
13774,13774,n02104365_6354,500,375,3,schipperke,22,355,51,327
13841,13841,n02104365_7927,500,375,3,schipperke,51,298,17,374
7173,7173,n02095570_2418,500,375,3,lakeland_terrier,211,330,122,269
3253,3253,n02090379_2733,500,375,3,redbone,155,303,50,307
12725,12725,n02101556_7927,500,375,3,clumber,145,389,77,364
12518,12518,n02101388_4358,200,150,3,brittany_spaniel,19,159,14,113
12209,12209,n02100877_585,500,333,3,irish_setter,119,314,131,297
2952,2952,n02089078_3923,275,237,3,black-and-tan_coonhound,31,250,37,226
12329,12329,n02101006_283,500,375,3,gordon_setter,46,356,39,374
19294,19294,n02111277_7760,500,375,3,newfoundland,156,454,106,300
3248,3248,n02090379_2453,375,500,3,redbone,60,291,17,488
14836,14836,n02105855_7410,375,500,3,shetland_sheepdog,0,80,313,436
14318,14318,n02105251_8345,363,500,3,briard,23,326,37,487
8831,8831,n02097209_746,500,375,3,standard_schnauzer,112,400,51,323
8846,8846,n02097298_1152,500,375,3,scotch_terrier,29,157,19,156
15735,15735,n02107142_15334,435,500,3,doberman,190,405,237,486
639,639,n02086079_1451,500,375,3,pekinese,169,367,110,374
2066,2066,n02088238_10013,500,375,3,basset,287,449,21,248
11553,11553,n02100583_2885,333,500,3,vizsla,35,219,287,497
1935,1935,n02088094_1410,334,500,3,afghan_hound,73,295,103,447
7855,7855,n02096177_1450,500,479,3,cairn,22,448,17,426
10005,10005,n02099267_2786,250,185,3,flat-coated_retriever,25,217,18,172
3715,3715,n02090721_3667,375,500,3,irish_wolfhound,0,373,108,497
12014,12014,n02100735_6132,375,500,3,english_setter,85,227,180,378
6597,6597,n02094258_3435,400,347,3,norwich_terrier,59,348,10,335
3175,3175,n02089973_99,480,326,3,english_foxhound,107,399,63,262
11718,11718,n02105412_5961,500,347,3,kelpie,229,455,41,179
14364,14364,n02105505_1426,571,337,3,komondor,0,564,0,329
2026,2026,n02088094_8465,375,500,3,afghan_hound,91,370,76,320
13470,13470,n02102973_2836,375,500,3,irish_water_spaniel,118,243,121,293
12535,12535,n02101388_560,266,196,3,brittany_spaniel,20,243,3,195
9738,9738,n02098286_6254,500,343,3,west_highland_white_terrier,50,494,144,289
1407,1407,n02086910_334,500,361,3,papillon,94,403,29,323
9134,9134,n02097474_5066,500,333,3,tibetan_terrier,105,318,26,327
862,862,n02086240_4776,494,500,3,shih-tzu,91,447,98,498
1220,1220,n02086910_1971,334,500,3,papillon,47,311,81,476
11819,11819,n02108422_2082,375,500,3,bull_mastiff,16,373,57,416
5693,5693,n02093428_3800,500,375,3,american_staffordshire_terrier,117,371,11,374
14557,14557,n02105641_1505,500,375,3,old_english_sheepdog,130,321,46,374
5889,5889,n02093754_6098,333,500,3,border_terrier,103,245,141,445
19384,19384,n02111500_4993,500,334,3,great_pyrenees,41,227,158,297
8993,8993,n02097298_8452,500,375,3,scotch_terrier,74,499,69,374
12602,12602,n02101556_2604,500,375,3,clumber,313,419,234,374
2118,2118,n02088238_13847,500,375,3,basset,0,377,125,340
5611,5611,n02093428_12219,500,334,3,american_staffordshire_terrier,1,363,28,245
4934,4934,n02091831_2962,500,334,3,saluki,0,217,147,329
20184,20184,n02112137_2220,500,375,3,chow,32,460,7,374
22078,22078,n02116738_7506,161,250,3,african_hunting_dog,19,149,5,249
18816,18816,n02110958_476,500,333,3,pug,154,256,118,216
12429,12429,n02101388_1060,345,344,3,brittany_spaniel,25,323,66,343
2931,2931,n02089078_3412,600,450,3,black-and-tan_coonhound,139,505,0,448
20154,20154,n02112137_347,360,480,3,chow,2,358,70,415
17640,17640,n02109961_12118,500,375,3,eskimo_dog,111,429,30,359
9185,9185,n02097474_3914,500,400,3,tibetan_terrier,132,361,58,317
368,368,n02085936_10610,500,375,3,maltese_dog,181,411,27,290
18700,18700,n02110958_14647,500,375,3,pug,132,485,137,327
13556,13556,n02102973_879,800,600,3,irish_water_spaniel,9,798,67,570
14570,14570,n02105641_1881,500,333,3,old_english_sheepdog,16,499,0,332
13846,13846,n02104365_8161,500,375,3,schipperke,181,270,188,308
13939,13939,n02105056_3767,333,500,3,groenendael,0,237,202,485
20400,20400,n02112706_1117,500,375,3,brabancon_griffon,84,439,64,374
17189,17189,n02108915_3184,500,333,3,french_bulldog,104,498,1,331
12375,12375,n02101006_4470,500,375,3,gordon_setter,211,480,73,217
7528,7528,n02096051_319,354,259,3,airedale,33,333,16,236
21599,21599,n02115641_1940,502,292,3,dingo,140,415,72,207
18883,18883,n02111129_2072,450,321,3,leonberg,2,427,58,320
13480,13480,n02102973_3287,300,242,3,irish_water_spaniel,7,298,6,240
16659,16659,n02108000_261,550,412,3,entlebucher,90,347,151,371
